date,title,link,first_paragraph,publish_location,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,PESTLE,source
2020-09-04,Risikofaktor Mensch - Lösungsansätze mit BSI-IT-Grundschutz (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/IT-Grundschutztag_040920.html,"Phishing,CEO-Fraud und andere Versuche vonCyber-Kriminellen, im großen Stil an Daten einzelner oder von Firmen zu gelangen, erfolgen meist über den Faktor Mensch. Aus diesem Grund stellt der ersteIT-Grundschutztag 2020 des Bundesamtes für Sicherheit in der Informationstechnik (BSI) den Menschen – ob imHomeofficeoder im Büro – in den Mittelpunkt. Coronabedingt wird derIT-Grundschutztag virtuell durchgeführt.",Bonn,Phishing, CEO-Fraud, Cyber-Kriminellen, IT-Grundschutztag, BSI,technological,BSI
2020-08-27,“Zocken ohne Frust“ – BSI erstmals mit Stand bei der Gamescom (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Gamescom_270820.html,"Vom 27. bis 30. August werden bei derGamescom2020, der größten internationalen Messe für Computer- und Videospiele, die neusten Trends und Technologien der digitalen Spielekultur präsentiert. Das Besondere in diesem Jahr: DasEventfindet online statt und dasBSIist dabei!„Gamingerfreut sich seit vielen Jahren größter Beliebtheit und ist in den letzten Monaten der Corona-Pandemie noch stärker im Alltag vieler Menschen angekommen. Zudem gewinneneSport-Eventsan Bedeutung und haben mit hunderttausenden begeisterten Zuschauern einen Umsatz von jährlich deutlich mehr als 100 Milliarden Dollar. Damit dem Zocken kein Frust folgt, weil zum Beispiel private Daten gestohlen oder Gaming-Accounts gehackt wurden, informiert dasBSIauf der virtuellenGamescomüber den sicheren Umgang mit Spielekonsole und Co. Zugleich ist dieGamescomein wichtiger Marktplatz für neue Themen wieCloud-Gaming,5GundKI-Anwendungen. Deshalb wird dasBSIauch hier mit Entwicklerinnen und Entwicklern sowie Unternehmen ins Gespräch kommen, denn in der virtuellen Spielewelt ist Informationssicherheit eine wichtige Voraussetzung dafür, dass der Spaß nicht auf der Strecke bleibt“, so Arne Schönbohm, Präsident des Bundesamts für Sicherheit in der Informationstechnik (BSI).Dass Informationssicherheit beimGamingein Top-Thema sein muss, zeigt auch diese Zahl: 34 Millionen Deutsche spielen regelmäßig Videospiele (Quelle: Verband der deutschenGames-Branche). Das in einigen Wochen erscheinende „Digitalbarometer 2020“ vonBSIund ProPK belegt gleichzeitig, dass lediglich 20 Prozent aller Spielerinnen und Spieler die Zwei-Faktor-Authentisierung verwenden, die einen wirksamen Pfeiler derAccount-Sicherung darstellt. Deshalb schafft dasBSImit seinem virtuellen Messestand ein breites Angebot und hält fürGamerinnen undGamereinfache, aber wirksame Kniffe zur Abwehr von Internetkriminalität bereit. Dabei steht besonders der Schutz der Spiele-Accountssowie der dort hinterlegten, sensiblen Informationen im Fokus. Gleichzeitig finden Interessierte Erklärungen zur Bedeutung regelmäßigerUpdatesoder Empfehlungen zum Schutz der eigenen Kinder vor Bedrohungen aus dem Netz.DasBSIzeigt in zahlreichen Videos, kurzen Interviews und einemBrowser-Spiel, dass es deutlich einfacher ist, sich beimOnline-Spielen zu schützen, als vieleGamerinnen undGamervielleicht denken. Zusätzlich können Besucherinnen und Besucher des virtuellen Messestands einen Tag imBSIverfolgen und mehr über die abwechslungsreichenJobmöglichkeiten in derCyber-Sicherheitsbehörde des Bundes erfahren.Aufhttps://www.bsi-fuer-buerger.de/finden sich zudem weitere Hinweise, auch zu verwandten Themen der Informationssicherheit, wie Schadsoftware, sichere Passwörter oder dem online Bezahlen.",Bonn,BSI, Gamescom, Informationssicherheit, Gamerinnen, Gaming,technological,BSI
2020-08-11,Sicherheitsanforderungen für Telekommunikationsnetze veröffentlicht (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Sicherheitskatalog_5G_100820.html,Die Bundesnetzagentur hat heute den aktuellen Entwurf des Kataloges von Sicherheitsanforderungen für das Betreiben von Telekommunikations- und Datenverarbeitungssystemen sowie für die Verarbeitung personenbezogener Daten veröffentlicht. Der Katalog wurde im Einvernehmen mit dem Bundesamt für Sicherheit in der Informationstechnik (BSI) und dem Bundesbeauftragten für den Datenschutz und die Informationsfreiheit erstellt. Zugleich startet die Bundesnetzagentur eine Konsultation zum Entwurf einer Liste kritischer Funktionen.,Bonn,Sicherheitsanforderungen, Telekommunikationsnetze, Bundesnetzagentur, Datenverarbeitungssystemen, personenbezogene Daten,political,BSI
2020-08-05,Digitalisierung der Energiewirtschaft: BSI zertifiziert Smart-Meter-Gateway (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Zertifikat-Smart-Meter-Gateway_050820.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat am 24. Juli 2020 einCommon Criteria-Zertifikat auf Basis des Schutzprofils für dasSmart-Meter-Gatewayan das Unternehmen ThebenAGerteilt. Die ThebenAGist das vierte Unternehmen, das in diesem Sektor ein Produktzertifikat erhält. Im Rahmen des Zertifizierungsverfahrens wurde der Nachweis der Einhaltung der Sicherheitsvorgaben durch dasSmart-Meter-Gateway„CONEXA 3.0Performance“ erbracht. Dabei wurden auch die Produktions- und Entwicklungsprozesse des Herstellers sowie die Auslieferungswege der Geräte geprüft.Anlässlich der heutigen Übergabe des Zertifikats an das Unternehmen betontBSI-Präsident Arne Schönbohm:„Mit dem verpflichtenden Rollout-Start im Februar haben wir einen entscheidenden Schritt hin zu einer sicheren und effizienten Energieversorgung in Deutschland gemacht. In intelligenten Stromnetzen (Smart Grid) können Energieerzeugung und -verbrauch flexibel verknüpft und ausbalanciert werden. Mittelständische Unternehmen wie die ThebenAG, die in Informationssicherheit investieren, stärken den Wirtschaftsstandort Deutschland und tragen mit ihren Innovationen zur digitalen Souveränität unseres Landes bei. Das vierte zertifizierte Smart-Meter-Gateway belegt erneut, dass auch hohe Sicherheitsanforderungen, die wir im Sinne der Verbraucherinnen und Verbraucher aufgestellt haben, erfüllt und umgesetzt werden können.“",Bonn,Digitalisierung, Energiewirtschaft, BSI, Smart-Meter-Gateway, Sicherheit,technological,BSI
2020-07-14,Große Smart-City-Studie zu IoT-Infrastrukturen in acht deutschen Städten (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Smart-City-Studie_140720.html,"Der Ladesäulenparkplatz, der meldet, wenn er frei ist, die Straßenbeleuchtung, die mit farbigem Licht eine Gefahrenstelle markiert, oder der Bus, der fährt, wenn er benötigt wird: Intelligente Anwendungen können den Aufenthalt in der Stadt komfortabler, effizienter und sicherer machen. Insbesondere die Hauptstädte weltweit sind Vorreiter, wenn es umSmart Citygeht. Weniger im Fokus und oft finanziell und personell knapper aufgestellt sind Städte, die nicht als nationale oder internationale Schwergewichte wahrgenommen werden, die aber im Zuge einer modernen und innovativen Stadtentwicklung ihre Infrastruktur mitInternet of Things(IoT)-Anwendungen ausstatten. Davon können EinwohnerInnen, BesucherInnen und die regionale Wirtschaft profitieren. Wie in anderen Bereichen der Digitalisierung ist auch hier die Informationssicherheit ein wesentlicher Erfolgsfaktor.Im Frühjahr 2020 startete im Bundesamt für Sicherheit in der Informationstechnik (BSI) die Studie ""SMIoTI (Secure Municipal Internet of Things Infrastructures)"". Gemeinsam mit vier amBMI-ModellprojektSmart Citiesteilnehmenden Städten (BMI-Pressemitteilung) -- Haßfurt, Kaiserslautern, Solingen und Wolfsburg -- analysiert dasBSIbereits bestehendeSmart-City-Projekte im Hinblick auf deren Informationssicherheit. Gleichzeitig begleitet dasBSIin einem weiterführenden Schritt der Studie vier weitere Städte von Beginn an bei der Entwicklung ihrerSmart-City-Infrastrukturen. Ziel ist es, auf Basis der gewonnenen Erkenntnisse Handlungsempfehlungen zurIT-Sicherheit für Digitalisierungsprojekte weiterer Städte weiterzugeben. So werden die Ergebnisse für zukünftige kommunaleIoT-Projekte nutzbar gemacht. Die Studie wird bis in die zweite Jahreshälfte 2021 andauern.""Ich freue mich sehr und bin den Städten Haßfurt, Kaiserslautern, Solingen und Wolfsburg dankbar, dass sie unseren Expertinnen und Experten alle Informationen zu ihren innovativenIoT-Projekten zur Verfügung stellen. Delbrück, Dresden, Paderborn und Ulm werden wir hingegen von Anfang an bei der Konzeptionierung und Umsetzung ihrer Projekte begleiten. Vielerorts stecken die Smart-City-Infrastrukturen noch in den Kinderschuhen. Daraus ziehen wir nun einen Vorteil: Wir können sehr früh Informationssicherheit für Smart Cities mitgestalten. Als Cyber-Sicherheitsbehörde des Bundes wollen wir mit Hilfe dieser Studie Maßnahmen und Handlungsempfehlungen als Basis für zukünftige Standards entwickeln und so die Informationssicherheit kommunalerIoT-Infrastrukturen in ganz Deutschland mitgestalten"", soBSI-Präsident Arne Schönbohm.","Bonn, Delbrück, Dresden, Haßfurt, Kaiserslautern, Paderborn, Solingen, Ulm, Wolfsburg",Studie, IoT-Infrastrukturen, Smart City, Informationssicherheit, Städte,technological,BSI
2020-07-13,Europäischer Standard EN 303 645 bringt mehr Sicherheit ins Smart Home (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/SmartHome_130720.html,"Mehr Sicherheit für vernetzte Geräte imSmart Home– dafür liefert derEuropäische Standard (EN) 303 645nun die Grundlage. AlsCyber-Sicherheitsbehörde des Bundes war das Bundesamt für Sicherheit in der Informationstechnik (BSI) maßgeblich an der Entwicklung des am 30. Juni 2020 durch die europäische NormungsorganisationETSI(European Telecommunications Standards Institute) veröffentlichten Standards beteiligt.""Immer mehr Menschen in Deutschland nutzen die Möglichkeiten der Digitalisierung und Vernetzung des eigenen Zuhauses. Jedes neue internetfähige Gerät eröffnet aber auch Cyber-Kriminellen neue Angriffsmöglichkeiten. Daher hat dasBSIgemeinsam mit Herstellern, Prüfinstituten und internationalen Regierungsorganisationen die Entwicklung des neuen Standards vorangetrieben. Es gilt, vernetze Geräte als Teil des täglich wachsenden Internets der Dinge (IoT) auf eine sichere Basis zu stellen. Mit dem neuenEU-Standard ist dies gelungen, für die Informationssicherheit und Privatsphäre der Verbraucherinnen und Verbraucher in Deutschland und Europa ist dies ein Meilenstein“,erklärtBSI-Vizepräsident Gerhard Schabhüser.Der neue, weltweit anwendbare MindestsicherheitsstandardEN303 645 dient als Empfehlung für die sichere Entwicklung (Security by Design) vonIoT-Geräten. Er baut auf dem vorherigen StandardTS103 645 auf und auch der vomBSImitentwickelte deutsche SicherheitsstandardDINSPEC27072 ist in die Erstellung des neuen europäischen Standards eingeflossen.Unzureichend geschützteIoT-Gerätesind ein Risiko für die Informationssicherheit und Privatsphäre der Nutzerinnen und Nutzer und daher ein beliebtes Ziel vonCyber-Angreifern. Kompromittierte Geräte können missbraucht werden, um an persönliche Daten der Besitzer zu gelangen oder um großflächigeCyber-Angriffe auf Infrastrukturen Dritter durchzuführen. Um diesen Bedrohungen zu begegnen, beinhaltet der Standard verpflichtend umzusetzende Anforderungen. Hierzu gehören sichere Authentisierungsmechanismen, ein angemessenes Updatemanagement und die Absicherung der Kommunikation.Auf Basis des neuen Standards erarbeitet dasBSImit weiteren Partnern bei der europäischen StandardisierungsorganisationETSIderzeit bereits eine Prüfspezifikation zuEN303 645. Diese definiert, wie die Anforderungen aus dem Sicherheitsstandard strukturiert und umfassend getestet werden können.",Bonn,Sicherheit, Standard, IoT-Geräte, BSI, EN 303 645,technological,BSI
2020-07-03,Prüfbare Sicherheit im Smart Home (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Sicherheit_Smart-Home_030720.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat in einer Technischen Richtlinie für Breitband-Routerdas Mindestmaß anIT-Sicherheitsmaßnahmen definiert, das fürRouterim Endkundenbereich umgesetzt sein sollte. Für diese Technische Richtlinie hat dasBSInunmehr eine Prüfspezifikation erstellt, auf deren Basis Hersteller, Prüfstellen und andere Interessierte Breitband-Routerdetailliert auf die Einhaltung der Anforderungen der Technischen Richtlinie überprüfen können. Darüber hinaus werden die Technische Richtlinie und die zugehörige Prüfspezifikation in die Konzeption desIT-Sicherheitskennzeichens innerhalb desIT-Sicherheitsgesetzes 2.0 einfließen.",Bonn,Sicherheit, Smart Home, BSI, Technische Richtlinie, IT-Sicherheitsmaßnahmen,technological,BSI
2020-07-01,Deutsche EU-Ratspräsidentschaft: Digitalisierung in Europa sicher gestalten (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/EU-Ratspraesidentschaft_010720.html,Deutschland hat heute für sechs Monate und zum insgesamt 13. Mal den Vorsitz im Rat der Europäischen Union übernommen. Neben der Bewältigung der Corona-Pandemie und ihrer vielfältigen Auswirkungen ist die Digitalisierung ein erklärter Schwerpunkt der deutschen Ratspräsidentschaft.,Bonn,Digitalisierung, Europa, EU-Ratspräsidentschaft, Deutschland, Corona-Pandemie.,political,BSI
2020-06-30,IT-Sicherheit in Kritischen Infrastrukturen: Labore und Krankenhäuser gut geschützt (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/KRITIS_Studien_300620.html,"Labore und Krankenhäuser in Deutschland sind gut vorCyber-Angriffen und Ausfällen ihrer kritischen Dienstleistungen geschützt. Das ist das Ergebnis zweier durch das Bundesamt für Sicherheit in der Informationstechnik (BSI) in Auftrag gegebenen Studien. Dabei zeigt sich, dass technische Schutzmaßnahmen von den Betreibern der Einrichtungen in der Regel gut umgesetzt wurden, insbesondere in Krankenhäusern aber noch Nachholbedarf bei organisatorischenIT-Sicherheitsmaßnahmen besteht. So hat dasBSIim Rahmen der Studie etwa festgestellt, dass sich ein systematischesITRisikomanagement in vielen Häusern noch nicht auf dem notwendigen Niveau befindet. Untersucht wurden in beiden Bereichen sowohl gesetzlich regulierte Betreiber Kritischer Infrastrukturen, als auch Einrichtungen, die die jeweiligen Schwellenwerte derBSI-Kritis-Verordnung nicht erreichen.",Bonn,IT-Sicherheit, Kritische Infrastrukturen, Labore, Krankenhäuser, Cyber-Angriffe,technological,BSI
2020-06-16,Corona-Warn-App bietet Höchstmaß an Informationssicherheit (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Corona_Warn_App_160620.html,Die Corona-Warn-Appdes Bundes ist seit heute in denApp-StoresvonAppleundGooglekostenlos zumDownloadverfügbar.,Bonn,Corona-Warn-App, Informationssicherheit, Bundes, App-Stores, Google,technological,BSI
2020-06-09,Allianz für Cyber-Sicherheit: IT-Schutz der Wirtschaft ist systemrelevant (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/ACS_Beiratssitzung_090620.html,Auf der ersten digitalen Beiratssitzung der deutschlandweiten Allianz fürCyber-Sicherheit standen die Herausforderungen der Corona-Pandemie für Unternehmen und Organisationen in Deutschland im Mittelpunkt. In einerOnline-Konferenz richteten die Beiratsmitglieder desCyber-Sicherheitsbündnisses vergangene Woche den Blick auf dieHome-Office-Situation in Unternehmen und tauschten sich über dieIT-Sicherheitslage in Deutschland aus.,Bonn,Allianz, Cyber-Sicherheit, Unternehmen, IT-Schutz, Home-Office,technological,BSI
2020-06-08,BSI und VDA: Gemeinsam für mehr Cyber-Sicherheit im Auto (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Absichtserklaerung_VDA_080620.html,"Die Digitalisierung hat auch in modernen Autos und Verkehrsinfrastrukturen sowie auch in den Unternehmen der Automobilindustrie längst Einzug gehalten. Um diesen für den Wirtschafts- und Automobilstandort Deutschland wichtigen Bereich der Digitalisierung sicher zu gestalten, arbeiten das Bundesamt für Sicherheit in der Informationstechnik (BSI) und der Verband der Automobilindustrie (VDA) zukünftig in Fragen derCyber-Sicherheit eng zusammen. Eine entsprechende gemeinsame Absichtserklärung unterzeichnetenVDA-Präsidentin Hildegard Müller undBSI-Präsident Arne Schönbohm heute in Berlin.",Bonn/Berlin,Cyber-Sicherheit, BSI, VDA, Digitalisierung, Automobilindustrie,technological,BSI
2020-06-04,BSI und Verbraucherzentrale stärken digitalen Verbraucherschutz (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/MoU_vzbv_040620.html,Gemeinsam für eine sichere digitale Welt – auf dieses Ziel haben sich der Verbraucherzentrale Bundesverbande.V.(vzbv) und das Bundesamt für Sicherheit in der Informationstechnik (BSI) verständigt. Dervzbv-Vorstandsvorsitzende Klaus Müller undBSI-Präsident Arne Schönbohm unterzeichneten dazu am 4. Juni eine entsprechende gemeinsame Grundsatzvereinbarung (Memorandum of Understanding).,Bonn/Berlin,digital, Verbraucherschutz, BSI, Verbraucherzentrale, Sicherheit,technological,BSI
2020-05-27,"UPDATE: BSI warnt vor Einsatz von iOS-App ""Mail"" (archiviert)",https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Warnung_iOS-Mail_230420.html,"UPDATE27. Mai 2020:Applehat mitiOS12.4.7,iOS13.5 undiPadOS13.5 Sicherheitsupdates bereitgestellt, die die Schwachstellen für alle betroffeneniOS-Versionen beheben. Aufgrund der Kritikalität der Schwachstellen empfiehlt dasBSI, das jeweilige Sicherheitsupdate umgehend auf allen betroffenen Systemen einzuspielen. DieiOS-App""Mail"" kann nach Einspielung desUpdateswieder genutzt werden.",Bonn,BSI, iOS-App, Mail, Sicherheitsupdates, Schwachstellen,technological,BSI
2020-04-15,BSI veröffentlicht Sicherheitsanforderungen für Gesundheits-Apps (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/TR-Gesundheitsapps_150420.html,"Mobile Gesundheitsanwendungen verarbeiten sensible und besonders schützenswerte persönliche Daten. Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat dazu eine Technische Richtlinie (TR) entwickelt, die bei Anwendung den Zugriff Unbefugter auf diese Daten erschweren kann. Die TR „Sicherheitsanforderungen an digitale Gesundheitsanwendungen“ (BSI TR-03161) ist unabhängig von und bereits im Vorfeld der gegenwärtigen Corona-Pandemie für Gesundheits-Apps entwickelt worden. Sie kann grundsätzlich für alle mobilen Anwendungen, die sensible Daten verarbeiten und speichern, herangezogen werden. Grundsätzlich fordert das BSI, Sicherheitsanforderungen von Anfang an bei der Software-Entwicklung mitzudenken.",Bonn,BSI, Sicherheitsanforderungen, Gesundheits-Apps, Daten, TR-03161,technological,BSI
2020-04-09,Corona: BSI produziert Gesichtsmasken für Kliniken (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Gesichtsmasken_090420.html,"Im Kontext der Corona-Krise nutzt das Bundesamt für Sicherheit in der Informationstechnik (BSI) seinen3D-Drucker undLasercutter, um Einzelteile für Gesichtsmasken des Typs ""Prusa Face ShieldRC3"" herzustellen, die in Kliniken und Krankenhäusern derzeit dringend gebraucht werden.",Bonn,Corona, BSI, Gesichtsmasken, Kliniken, 3D-Drucker,technological,BSI
2020-04-07,BSI-Infopaket: Sicher vernetzt in Corona-Zeiten (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Sicher_vernetzt_Corona_070420.html,"Physical Distancingschränkt das öffentliche und private Leben ein. Gerade in einer solchen Ausnahmesituation können digitale Lösungen vomOnlinekurs für Studierende über die Infoportale von Unternehmen bis hin zur Hausaufgabenhilfe per Videochathelfen, die Einschränkungen zumindest abzumildern. Doch wie sicher sind Videotelefonie,Streaming-Dienste und – vielleicht am wichtigsten –   das eigene Heimnetzwerk? Orientierung bietet hier das Bundesamt für Sicherheit in der Informationstechnik (BSI).",Bonn,Sicherheit, Vernetzung, Corona-Zeiten, Videotelefonie, Heimnetzwerk,technological,BSI
2020-04-02,Cyber-Kriminelle nutzen Corona-Krise vermehrt aus (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Cyber-Kriminell_02042020.html,Das Bundesamt für Sicherheit in der Informationstechnik (BSI) beobachtet aktuell eine Zunahme vonCyber-Angriffen mit Bezug zum Corona-Virus auf Unternehmen und Bürger.,Bonn,Cyber-Kriminelle, Corona-Krise, Bundesamt für Sicherheit in der Informationstechnik, Cyber-Angriffen, Unternehmen,technological,BSI
2020-03-12,UPDATE: BSI warnt vor wurmfähiger Schwachstelle in Windows (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Schwachstelle-Windows_110320.html,"Eine Schwachstelle imMicrosoft-ProduktWindowsermöglicht Schadprogrammen neben gezielten Angriffen auch die selbstständige wurmartige Ausbreitung in betroffenenIT-Netzwerken. Da derzeit keinPatchzur Schließung der Sicherheitslücke zur Verfügung steht, schätzt das Bundesamt für Sicherheit in der Informationstechnik (BSI) sie als kritisch ein.Microsoftkonnte bislang nur einenWorkaroundzur Verfügung stellen, mit dem die Ausnutzung der Schwachstelle aufSMB-Servern verhindert werden kann. Für einzelneSMB-Clientsist derWorkaroundnicht geeignet, daher sollte bei betroffenenSMB-Clientseine vollständige Deaktivierung vonSMBerwogen werden (s.u.). Ein ähnliches Szenario hatte 2017 zu denIT-Sicherheitsvorfällen ""WannaCry"" und ""NotPetya"" geführt.",Bonn,BSI, Schwachstelle, Windows, Patch, Sicherheitslücke,technological,BSI
2020-03-04,Cyber-Sicherheit² - Experten im Gespräch zu Smartphone-Sicherheit (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Smartphone_Sicherheit_040320.html,"Aus Umfragen des Bundesamts für Sicherheit in der Informationstechnik (BSI) geht regelmäßig hervor, dass sich Bürgerinnen und Bürger mehr Sicherheitsempfehlungen seitens desBSIwünschen. So zuletzt in der Umfrage zum Safer Internet Day, bei der über 70 Prozent der insgesamt 20.000 Befragten dies äußerten. Das Digitalbarometer 2019 ergab, dass die 16- bis 29-Jährigen sich insbesondere Informationen über die sozialen Medien (35%) wünschen bzw. 21% Audio- und Videobeiträge bevorzugen.",Bonn,Cyber-Sicherheit, Smartphone-Sicherheit, BSI, Umfragen, Informationen,technological,BSI
2020-03-03,Empfehlungen bei IT-Angriffen auf kommunale Verwaltungen (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Ransomware-Empfehlung-Kommunen_020320.html,"Die kommunalen Spitzenverbände haben gemeinsam mit dem Bundeskriminalamt (BKA) und dem Bundesamt für Sicherheit in der Informationstechnik (BSI)Empfehlungen zum Umgang mit Lösegeldforderungen bei Angriffen auf Kommunalverwaltungen mit Erpressungstrojanernherausgegeben. Welt-, aber auch deutschlandweit kommt es immer häufiger zu Schadsoftware-Attacken auf dieITvon Kommunalverwaltungen und kommunalen Einrichtungen. Dabei soll ein Schadprogramm eingeschleust werden, um vorhandene Datenbestände zu verschlüsseln und ein Lösegeld zu erpressen.",Bonn,Empfehlungen, IT-Angriffe, kommunale Verwaltungen, Lösegeldforderungen, Schadsoftware-Attacken,technological,BSI
2020-02-25,BSI entwickelt Diskussionsgrundlage zu Sicherheitsanforderungen für Smartphones (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Sicherheitsanforderungen-Smartphones_250220.html,"Als Diskussionsgrundlage zur Entwicklung von Sicherheitsanforderungen fürSmartphoneshat das Bundesamt für Sicherheit in der Informationstechnik (BSI) einen Anforderungskatalog veröffentlicht. Damit Anwender sich möglichst sicher in der digitalen Welt bewegen können, listet der Anforderungskatalog Sicherheitskriterien auf, dieSmartphonesim Auslieferungszustand und darüber hinaus erfüllen sollten. Der Katalog ist Ausgangspunkt für einen öffentlichen Diskurs mit Herstellern und Erstausrüstern (Original Equipment Manufacturer,OEM), Netzbetreibern und Zivilgesellschaft. DasBSIstrebt eine Beteiligung aller gesellschaftlichen Gruppen bei der Fortentwicklung dieser Anforderungen an, die zukünftig in Richtlinien für die Erteilung des von der Bundesregierung geplantenIT-Sicherheitskennzeichens fürSmartphoneseinfließen sollen.",Bonn,BSI, Sicherheitsanforderungen, Smartphones, Anforderungskatalog, Sicherheitskriterien,technological,BSI
2020-02-13,"Sicherheitskonferenz: Erstes ""Cyber Security Directors‘ Meeting"" in München (archiviert)",https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Cyber-Security-Directors-MSC_130220.html,"Auf Initiative und Einladung des Bundesamts für Sicherheit in der Informationstechnik (BSI) trafen sich im Vorfeld der Münchner Sicherheitskonferenz (MSC) erstmalig zahlreiche Leiterinnen und Leiter derCyber-Sicherheitsbehörden Europas zu einem informellen Austausch. In Zusammenarbeit mit derMSCbot dasBSIden vertretenen Behörden einen exklusiven Rahmen, um sich auf Leitungsebene über die aktuellen nationalen und europäischen Herausforderungen derCyber-Sicherheit auszutauschen. Damit baut dasBSIseine Position alsThought Leaderder Informationssicherheit aus und leistet einen wichtigen Beitrag zur besseren Vernetzung der Behörden, die jeweils in ihrem Land für das Thema federführend zuständig sind.",Bonn,Sicherheitskonferenz, Cyber Security Directors‘ Meeting, Bundesamt für Sicherheit in der Informationstechnik, Cyber-Sicherheitsbehörden, Informationssicherheit,social,BSI
2020-02-11,BMI und BSI: Informationskampagne zur IT-Sicherheit (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Safer-Internet-Day_100220.html,"Das Bundesministerium des Innern, für Bau und Heimat (BMI) und das Bundesamt für Sicherheit in der Informationstechnik (BSI) werden in diesem Jahr eine gemeinsame bundesweite Informations- und Sensibilisierungskampagne starten. Sie geht zurück auf den Doxing-Vorfall Ende 2018/Anfang 2019, bei dem persönliche Daten zahlreicher Personen des öffentlichen Lebens massenhaft im Internet veröffentlicht wurden.",Bonn,BMI, BSI, Informationskampagne, IT-Sicherheit, Doxing-Vorfall,technological,BSI
2020-02-07,BSI-Neubau: Bonner Stadtrat beschließt Bebauungsplan (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/Bebauungsplan_070220.html,"Der Stadtrat der Bundesstadt Bonn hat im Rahmen seiner Sitzung am 6. Februar 2020 den Bebauungsplan für das Gebiet an der Ludwig-Erhard-Allee in Bonn, in dem die neue Dienstliegenschaft des Bundesamts für Sicherheit in der Informationstechnik (BSI) errichtet werden soll, als Satzung beschlossen. Damit ist ein wichtiger städtebaurechtlicher Meilenstein erreicht, auf dessen Grundlage das Neubauvorhaben unter Leitung der Bundesanstalt für Immobilienaufgaben (BImA) als Bauherrin weiter vorangebracht werden kann.",Bonn,Bebauungsplan, BSI-Neubau, Bundesstadt Bonn, Ludwig-Erhard-Allee, Bundesamt für Sicherheit in der Informationstechnik,political,BSI
2020-02-03,Intelligente Stromnetze: BSI veröffentlicht Marktanalyse (archiviert),https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2020/SmartMeter_300120.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat die Marktanalyse nach dem Gesetz über den Messstellenbetrieb und die Datenkommunikation in intelligenten Energienetzen (MsbG) aktualisiert und veröffentlicht. DieMarktanalyse nach § 30MsbGumfasst den Stand der Umsetzung derBSI-Standards sowie der eichrechtlichen Anforderungen über die Wertschöpfungskette Messeinrichtung,Smart Meter Gateway,Gateway-Administrator undBackendsysteme im Markt.",Bonn,Intelligente Stromnetze, BSI, Marktanalyse, MsbG, Smart Meter Gateway,technological,BSI
